time,parent,analyte,matrix,conc,replicate,microMexp,
30,fipronil,fipsulf,microsomes,1.763878617,3,150,
60,fipronil,fipsulf,microsomes,2.22530088,1,150,
60,fipronil,fipsulf,microsomes,2.148002728,2,150,
60,fipronil,fipsulf,microsomes,2.084269049,3,150,
90,fipronil,fipsulf,microsomes,2.471763558,1,150,
90,fipronil,fipsulf,microsomes,2.574367323,2,150,
90,fipronil,fipsulf,microsomes,2.385468469,3,150,
0,fipronil,fipsulf,microsomes,0,1,250,
0,fipronil,fipsulf,microsomes,0,2,250,
0,fipronil,fipsulf,microsomes,0,3,250,
15,fipronil,fipsulf,microsomes,0.688691412,1,250,
15,fipronil,fipsulf,microsomes,0.680203691,2,250,
15,fipronil,fipsulf,microsomes,0.671715969,3,250,
30,fipronil,fipsulf,microsomes,1.128032043,1,250,
30,fipronil,fipsulf,microsomes,1.057705208,2,250,
30,fipronil,fipsulf,microsomes,1.0791266,3,250,
60,fipronil,fipsulf,microsomes,1.670842039,1,250,
60,fipronil,fipsulf,microsomes,1.655483305,2,250,
60,fipronil,fipsulf,microsomes,1.672054571,3,250,
90,fipronil,fipsulf,microsomes,2.11584115,1,250,
90,fipronil,fipsulf,microsomes,2.394723427,2,250,
90,fipronil,fipsulf,microsomes,2.276703681,3,250,
0,fipronil,fipronil,microsomes,10.57355056,1,10,
0,fipronil,fipronil,microsomes,7.131297707,2,10,
0,fipronil,fipronil,microsomes,7.981665852,3,10,
15,fipronil,fipronil,microsomes,0.760199385,1,10,
15,fipronil,fipronil,microsomes,0,2,10,
15,fipronil,fipronil,microsomes,1.187171779,3,10,
30,fipronil,fipronil,microsomes,0.834748222,1,10,
30,fipronil,fipronil,microsomes,1.254233702,2,10,
30,fipronil,fipronil,microsomes,0.921331337,3,10,
60,fipronil,fipronil,microsomes,1.038856477,1,10,
60,fipronil,fipronil,microsomes,1.236949156,2,10,
60,fipronil,fipronil,microsomes,0.821536565,3,10,
90,fipronil,fipronil,microsomes,1.117931895,1,10,
90,fipronil,fipronil,microsomes,1.271923746,2,10,
90,fipronil,fipronil,microsomes,0.999477721,3,10,
0,fipronil,fipronil,microsomes,3.553166435,1,2.89,
0,fipronil,fipronil,microsomes,2.185797914,2,2.89,
0,fipronil,fipronil,microsomes,4.160901096,3,2.89,
15,fipronil,fipronil,microsomes,0.961731316,1,2.89,
15,fipronil,fipronil,microsomes,0.608701865,2,2.89,
15,fipronil,fipronil,microsomes,2.021395291,3,2.89,
30,fipronil,fipronil,microsomes,0.34095865,1,2.89,
30,fipronil,fipronil,microsomes,1.416552854,2,2.89,
30,fipronil,fipronil,microsomes,4.678731136,3,2.89,
60,fipronil,fipronil,microsomes,1.597568113,1,2.89,
60,fipronil,fipronil,microsomes,2.059112975,2,2.89,
60,fipronil,fipronil,microsomes,4.336224939,3,2.89,
90,fipronil,fipronil,microsomes,0.73593197,1,2.89,
90,fipronil,fipronil,microsomes,1.01143428,2,2.89,
90,fipronil,fipronil,microsomes,2.098949857,3,2.89,
0,fipronil,fipronil,microsomes,57.00766972,1,50,
0,fipronil,fipronil,microsomes,59.13744418,2,50,
0,fipronil,fipronil,microsomes,52.24750551,3,50,
15,fipronil,fipronil,microsomes,44.67698383,1,50,
15,fipronil,fipronil,microsomes,3.819060247,2,50,
15,fipronil,fipronil,microsomes,12.37000976,3,50,
30,fipronil,fipronil,microsomes,15.34578007,1,50,
30,fipronil,fipronil,microsomes,13.08895186,2,50,
30,fipronil,fipronil,microsomes,11.97726763,3,50,
60,fipronil,fipronil,microsomes,14.81813289,1,50,
60,fipronil,fipronil,microsomes,13.10848562,2,50,
60,fipronil,fipronil,microsomes,7.910416718,3,50,
90,fipronil,fipronil,microsomes,13.23099713,1,50,
90,fipronil,fipronil,microsomes,4.710351591,2,50,
90,fipronil,fipronil,microsomes,11.65193188,3,50,
0,fipronil,fipronil,microsomes,120.1840369,1,150,
0,fipronil,fipronil,microsomes,145.3520797,2,150,
0,fipronil,fipronil,microsomes,142.3332536,3,150,
15,fipronil,fipronil,microsomes,55.72787391,1,150,
15,fipronil,fipronil,microsomes,115.428861,2,150,
15,fipronil,fipronil,microsomes,124.2452738,3,150,
30,fipronil,fipronil,microsomes,133.9244833,1,150,
30,fipronil,fipronil,microsomes,155.8614698,2,150,
30,fipronil,fipronil,microsomes,133.3381427,3,150,
60,fipronil,fipronil,microsomes,112.8005214,1,150,
60,fipronil,fipronil,microsomes,148.8202467,2,150,
60,fipronil,fipronil,microsomes,129.1596217,3,150,
90,fipronil,fipronil,microsomes,128.0330109,1,150,
90,fipronil,fipronil,microsomes,130.3403839,2,150,
90,fipronil,fipronil,microsomes,29.18643658,3,150,
0,fipronil,fipronil,microsomes,161.3373216,1,200,
0,fipronil,fipronil,microsomes,140.3753919,2,200,
0,fipronil,fipronil,microsomes,143.641415,3,200,
15,fipronil,fipronil,microsomes,143.5820327,1,200,
15,fipronil,fipronil,microsomes,117.0381728,2,200,
15,fipronil,fipronil,microsomes,105.3992543,3,200,
30,fipronil,fipronil,microsomes,120.601107,1,200,
30,fipronil,fipronil,microsomes,115.1379412,2,200,
30,fipronil,fipronil,microsomes,126.1830373,3,200,
60,fipronil,fipronil,microsomes,91.91948648,1,200,
60,fipronil,fipronil,microsomes,106.6462813,2,200,
60,fipronil,fipronil,microsomes,72.50149496,3,200,
90,fipronil,fipronil,microsomes,112.4063583,1,200,
90,fipronil,fipronil,microsomes,105.3992543,2,200,
90,fipronil,fipronil,microsomes,111.7531537,3,200,
0,fipronil,fipronil,microsomes,235.9498416,1,250,
0,fipronil,fipronil,microsomes,283.6965927,2,250,
0,fipronil,fipronil,microsomes,228.2284198,3,250,
15,fipronil,fipronil,microsomes,263.2111879,1,250,
15,fipronil,fipronil,microsomes,209.7915555,2,250,
15,fipronil,fipronil,microsomes,143.1352,3,250,
30,fipronil,fipronil,microsomes,178.2755482,1,250,
30,fipronil,fipronil,microsomes,234.8467813,2,250,
30,fipronil,fipronil,microsomes,92.39442817,3,250,
60,fipronil,fipronil,microsomes,193.7183918,1,250,
60,fipronil,fipronil,microsomes,253.2836456,2,250,
60,fipronil,fipronil,microsomes,228.8587399,3,250,
90,fipronil,fipronil,microsomes,145.9716406,1,250,
90,fipronil,fipronil,microsomes,185.3666498,2,250,
90,fipronil,fipronil,microsomes,152.9051623,3,250,
0,triadimefon,tdla,microsomes,0.911333779,1,0.68,
0,triadimefon,tdla,microsomes,0.538623139,2,0.68,
0,triadimefon,tdla,microsomes,2.321109253,3,0.68,
15,triadimefon,tdla,microsomes,0.274067068,1,0.68,
15,triadimefon,tdla,microsomes,0.295482796,2,0.68,
15,triadimefon,tdla,microsomes,0.240279185,3,0.68,
30,triadimefon,tdla,microsomes,0.257746875,1,0.68,
30,triadimefon,tdla,microsomes,0.308331891,2,0.68,
30,triadimefon,tdla,microsomes,0.308676715,3,0.68,
60,triadimefon,tdla,microsomes,0.25011887,1,0.68,
60,triadimefon,tdla,microsomes,0.37258778,2,0.68,
60,triadimefon,tdla,microsomes,0.288696798,3,0.68,
90,triadimefon,tdla,microsomes,0.223412134,1,0.68,
90,triadimefon,tdla,microsomes,0.250234863,2,0.68,
90,triadimefon,tdla,microsomes,0.212692933,3,0.68,
0,triadimefon,tdla,microsomes,1.018010717,1,10,
0,triadimefon,tdla,microsomes,1.006352529,2,10,
0,triadimefon,tdla,microsomes,1.006022683,3,10,
15,triadimefon,tdla,microsomes,0.656082156,1,10,
15,triadimefon,tdla,microsomes,0.613384138,2,10,
15,triadimefon,tdla,microsomes,0.648345515,3,10,
30,triadimefon,tdla,microsomes,0.97315514,1,10,
30,triadimefon,tdla,microsomes,0.957123696,2,10,
30,triadimefon,tdla,microsomes,0.919138229,3,10,
60,triadimefon,tdla,microsomes,0.726599917,1,10,
60,triadimefon,tdla,microsomes,1.467786187,2,10,
60,triadimefon,tdla,microsomes,1.525372593,3,10,
90,triadimefon,tdla,microsomes,1.652830116,1,10,
90,triadimefon,tdla,microsomes,1.583931982,2,10,
90,triadimefon,tdla,microsomes,1.587496374,3,10,
0,triadimefon,tdla,microsomes,0.967608564,1,2.89,
0,triadimefon,tdla,microsomes,1.104071328,2,2.89,
0,triadimefon,tdla,microsomes,1.232020771,3,2.89,
15,triadimefon,tdla,microsomes,1.089981806,1,2.89,
15,triadimefon,tdla,microsomes,0.962740371,2,2.89,
15,triadimefon,tdla,microsomes,3.731033105,3,2.89,
30,triadimefon,tdla,microsomes,1.30210336,1,2.89,
30,triadimefon,tdla,microsomes,1.429231051,2,2.89,
30,triadimefon,tdla,microsomes,1.521298076,3,2.89,
60,triadimefon,tdla,microsomes,2.093039311,1,2.89,
60,triadimefon,tdla,microsomes,2.181520068,2,2.89,
60,triadimefon,tdla,microsomes,1.944692162,3,2.89,
90,triadimefon,tdla,microsomes,2.111347812,1,2.89,
90,triadimefon,tdla,microsomes,2.37727648,2,2.89,
90,triadimefon,tdla,microsomes,2.200482444,3,2.89,
0,triadimefon,tdla,microsomes,5.183692755,1,50,
0,triadimefon,tdla,microsomes,5.288137946,2,50,
0,triadimefon,tdla,microsomes,4.784272534,3,50,
15,triadimefon,tdla,microsomes,3.082573879,1,50,
15,triadimefon,tdla,microsomes,3.042434157,2,50,
15,triadimefon,tdla,microsomes,3.580371528,3,50,
30,triadimefon,tdla,microsomes,3.391053517,1,50,
30,triadimefon,tdla,microsomes,3.946105993,2,50,
30,triadimefon,tdla,microsomes,3.834987724,3,50,
60,triadimefon,tdla,microsomes,4.261556467,1,50,
60,triadimefon,tdla,microsomes,4.914986114,2,50,
60,triadimefon,tdla,microsomes,4.584590488,3,50,
90,triadimefon,tdla,microsomes,4.976952649,1,50,
90,triadimefon,tdla,microsomes,4.746707742,2,50,
90,triadimefon,tdla,microsomes,4.95610163,3,50,
0,triadimefon,tdla,microsomes,2.156819763,1,75,
0,triadimefon,tdla,microsomes,1.976073713,2,75,
0,triadimefon,tdla,microsomes,2.164685233,3,75,
15,triadimefon,tdla,microsomes,1.915486338,1,75,
15,triadimefon,tdla,microsomes,1.871421816,2,75,
15,triadimefon,tdla,microsomes,1.904115966,3,75,
30,triadimefon,tdla,microsomes,2.323880269,1,75,
30,triadimefon,tdla,microsomes,1.922349719,2,75,
30,triadimefon,tdla,microsomes,1.984507804,3,75,
60,triadimefon,tdla,microsomes,2.756656604,1,75,
60,triadimefon,tdla,microsomes,2.61971313,2,75,
60,triadimefon,tdla,microsomes,2.531743911,3,75,
90,triadimefon,tdla,microsomes,3.126097153,1,75,
90,triadimefon,tdla,microsomes,3.090615235,2,75,
90,triadimefon,tdla,microsomes,3.137674604,3,75,
0,triadimefon,tdla,microsomes,3.665038064,1,100,
0,triadimefon,tdla,microsomes,4.929996704,2,100,
0,triadimefon,tdla,microsomes,5.266459527,3,100,
15,triadimefon,tdla,microsomes,3.247700116,1,100,
15,triadimefon,tdla,microsomes,4.448925817,2,100,
15,triadimefon,tdla,microsomes,5.299838446,3,100,
30,triadimefon,tdla,microsomes,3.964352006,1,100,
30,triadimefon,tdla,microsomes,4.642993841,2,100,
30,triadimefon,tdla,microsomes,4.543916406,3,100,
60,triadimefon,tdla,microsomes,4.365953811,1,100,
60,triadimefon,tdla,microsomes,4.91659626,2,100,
60,triadimefon,tdla,microsomes,4.946841298,3,100,
90,triadimefon,tdla,microsomes,5.323415111,1,100,
90,triadimefon,tdla,microsomes,5.610391673,2,100,
90,triadimefon,tdla,microsomes,5.447082915,3,100,
0,triadimefon,tdla,microsomes,3.435420024,1,125,
0,triadimefon,tdla,microsomes,4.97730785,2,125,
0,triadimefon,tdla,microsomes,4.825739914,3,125,
15,triadimefon,tdla,microsomes,3.975016459,1,125,
15,triadimefon,tdla,microsomes,4.864396394,2,125,
15,triadimefon,tdla,microsomes,3.779106429,3,125,
30,triadimefon,tdla,microsomes,4.123881939,1,125,
30,triadimefon,tdla,microsomes,3.650943656,2,125,
30,triadimefon,tdla,microsomes,5.50644677,3,125,
60,triadimefon,tdla,microsomes,4.807257346,1,125,
60,triadimefon,tdla,microsomes,6.000486305,2,125,
60,triadimefon,tdla,microsomes,5.098368211,3,125,
90,triadimefon,tdla,microsomes,5.156782065,1,125,
90,triadimefon,tdla,microsomes,5.738264141,2,125,
90,triadimefon,tdla,microsomes,5.42544885,3,125,
0,triadimefon,tdla,microsomes,5.906076855,1,150,
0,triadimefon,tdla,microsomes,5.310456154,2,150,
0,triadimefon,tdla,microsomes,5.316828489,3,150,
15,triadimefon,tdla,microsomes,5.663191766,1,150,
15,triadimefon,tdla,microsomes,5.426740549,2,150,
15,triadimefon,tdla,microsomes,6.978063453,3,150,
30,triadimefon,tdla,microsomes,4.92771323,1,150,
30,triadimefon,tdla,microsomes,5.515269474,2,150,
30,triadimefon,tdla,microsomes,7.451213493,3,150,
60,triadimefon,tdla,microsomes,7.851784896,1,150,
60,triadimefon,tdla,microsomes,4.606893218,2,150,
60,triadimefon,tdla,microsomes,5.46616595,3,150,
90,triadimefon,tdla,microsomes,8.552435256,1,150,
90,triadimefon,tdla,microsomes,9.168552858,2,150,
90,triadimefon,tdla,microsomes,8.094227355,3,150,
0,triadimefon,tdla,microsomes,1.161490438,1,250,
0,triadimefon,tdla,microsomes,1.330165483,2,250,
0,triadimefon,tdla,microsomes,1.276159877,3,250,
15,triadimefon,tdla,microsomes,1.61720898,1,250,
15,triadimefon,tdla,microsomes,1.740756052,2,250,
15,triadimefon,tdla,microsomes,1.791062644,3,250,
30,triadimefon,tdla,microsomes,2.034457774,1,250,
30,triadimefon,tdla,microsomes,2.298567384,2,250,
30,triadimefon,tdla,microsomes,2.005605464,3,250,
60,triadimefon,tdla,microsomes,2.531605274,1,250,
60,triadimefon,tdla,microsomes,2.413976625,2,250,
60,triadimefon,tdla,microsomes,2.927399787,3,250,
90,triadimefon,tdla,microsomes,3.522201259,1,250,
90,triadimefon,tdla,microsomes,3.463756836,2,250,
90,triadimefon,tdla,microsomes,3.15599886,3,250,
0,triadimefon,tdlb,microsomes,0.402082422,1,0.68,
0,triadimefon,tdlb,microsomes,0.229623234,2,0.68,
0,triadimefon,tdlb,microsomes,1.029164926,3,0.68,
15,triadimefon,tdlb,microsomes,0.246173803,1,0.68,
15,triadimefon,tdlb,microsomes,0.260813596,2,0.68,
15,triadimefon,tdlb,microsomes,0.21820036,3,0.68,
30,triadimefon,tdlb,microsomes,0.216021451,1,0.68,
30,triadimefon,tdlb,microsomes,0.254508505,2,0.68,
30,triadimefon,tdlb,microsomes,0.247048129,3,0.68,
60,triadimefon,tdlb,microsomes,0.153683269,1,0.68,
60,triadimefon,tdlb,microsomes,0.218675147,2,0.68,
60,triadimefon,tdlb,microsomes,0.173579791,3,0.68,
90,triadimefon,tdlb,microsomes,0.099158476,1,0.68,
90,triadimefon,tdlb,microsomes,0.117730117,2,0.68,
90,triadimefon,tdlb,microsomes,0.098721871,3,0.68,
0,triadimefon,tdlb,microsomes,0.591058602,1,10,
0,triadimefon,tdlb,microsomes,0.59099425,2,10,
0,triadimefon,tdlb,microsomes,0.596447836,3,10,
15,triadimefon,tdlb,microsomes,0.605361148,1,10,
15,triadimefon,tdlb,microsomes,0.600460446,2,10,
15,triadimefon,tdlb,microsomes,0.614107575,3,10,
30,triadimefon,tdlb,microsomes,1.000522185,1,10,
30,triadimefon,tdlb,microsomes,0.977505725,2,10,
30,triadimefon,tdlb,microsomes,0.925246462,3,10,
60,triadimefon,tdlb,microsomes,0.532628472,1,10,
60,triadimefon,tdlb,microsomes,1.430213953,2,10,
60,triadimefon,tdlb,microsomes,1.469717558,3,10,
90,triadimefon,tdlb,microsomes,1.4730288,1,10,
90,triadimefon,tdlb,microsomes,1.430790279,2,10,
90,triadimefon,tdlb,microsomes,1.474137926,3,10,
0,triadimefon,tdlb,microsomes,0.444051523,1,2.89,
0,triadimefon,tdlb,microsomes,0.522131537,2,2.89,
0,triadimefon,tdlb,microsomes,0.647377217,3,2.89,
15,triadimefon,tdlb,microsomes,1.006052863,1,2.89,
15,triadimefon,tdlb,microsomes,0.896578201,2,2.89,
15,triadimefon,tdlb,microsomes,3.303159429,3,2.89,
30,triadimefon,tdlb,microsomes,1.244393935,1,2.89,
30,triadimefon,tdlb,microsomes,1.329682897,2,2.89,
30,triadimefon,tdlb,microsomes,1.395238486,3,2.89,
60,triadimefon,tdlb,microsomes,1.720792883,1,2.89,
60,triadimefon,tdlb,microsomes,1.785675601,2,2.89,
60,triadimefon,tdlb,microsomes,1.510536853,3,2.89,
90,triadimefon,tdlb,microsomes,1.434768667,1,2.89,
90,triadimefon,tdlb,microsomes,1.627688816,2,2.89,
90,triadimefon,tdlb,microsomes,1.4854364,3,2.89,
0,triadimefon,tdlb,microsomes,4.420008817,1,50,
0,triadimefon,tdlb,microsomes,4.455853897,2,50,
0,triadimefon,tdlb,microsomes,3.88486422,3,50,
15,triadimefon,tdlb,microsomes,3.354917958,1,50,
15,triadimefon,tdlb,microsomes,3.163346168,2,50,
15,triadimefon,tdlb,microsomes,3.782311427,3,50,
30,triadimefon,tdlb,microsomes,4.201759321,1,50,
30,triadimefon,tdlb,microsomes,4.686352643,2,50,
30,triadimefon,tdlb,microsomes,4.678803809,3,50,
60,triadimefon,tdlb,microsomes,6.224916378,1,50,
60,triadimefon,tdlb,microsomes,6.611086305,2,50,
60,triadimefon,tdlb,microsomes,6.317376061,3,50,
90,triadimefon,tdlb,microsomes,6.974457131,1,50,
90,triadimefon,tdlb,microsomes,6.689927878,2,50,
90,triadimefon,tdlb,microsomes,6.783763921,3,50,
0,triadimefon,tdlb,microsomes,2.139127395,1,75,
0,triadimefon,tdlb,microsomes,1.925635709,2,75,
0,triadimefon,tdlb,microsomes,1.972983193,3,75,
15,triadimefon,tdlb,microsomes,2.619651895,1,75,
15,triadimefon,tdlb,microsomes,2.444620075,2,75,
15,triadimefon,tdlb,microsomes,2.590170122,3,75,
30,triadimefon,tdlb,microsomes,3.656825463,1,75,
30,triadimefon,tdlb,microsomes,3.151748549,2,75,
30,triadimefon,tdlb,microsomes,3.165542915,3,75,
60,triadimefon,tdlb,microsomes,5.005868893,1,75,
60,triadimefon,tdlb,microsomes,4.625552648,2,75,
60,triadimefon,tdlb,microsomes,4.703858162,3,75,
90,triadimefon,tdlb,microsomes,6.05746387,1,75,
90,triadimefon,tdlb,microsomes,5.962852161,2,75,
90,triadimefon,tdlb,microsomes,5.870416575,3,75,
0,triadimefon,tdlb,microsomes,4.340154496,1,100,
0,triadimefon,tdlb,microsomes,5.746715294,2,100,
0,triadimefon,tdlb,microsomes,6.239756024,3,100,
15,triadimefon,tdlb,microsomes,5.07924542,1,100,
15,triadimefon,tdlb,microsomes,6.622466721,2,100,
15,triadimefon,tdlb,microsomes,7.675132104,3,100,
30,triadimefon,tdlb,microsomes,6.988408726,1,100,
30,triadimefon,tdlb,microsomes,8.790287998,2,100,
30,triadimefon,tdlb,microsomes,8.213244554,3,100,
60,triadimefon,tdlb,microsomes,9.919792078,1,100,
60,triadimefon,tdlb,microsomes,10.56863759,2,100,
60,triadimefon,tdlb,microsomes,10.70603998,3,100,
90,triadimefon,tdlb,microsomes,12.46725643,1,100,
90,triadimefon,tdlb,microsomes,13.07253625,2,100,
90,triadimefon,tdlb,microsomes,12.65724209,3,100,
0,triadimefon,tdlb,microsomes,3.521226196,1,125,
0,triadimefon,tdlb,microsomes,4.943307935,2,125,
0,triadimefon,tdlb,microsomes,4.765753969,3,125,
15,triadimefon,tdlb,microsomes,5.063397684,1,125,
15,triadimefon,tdlb,microsomes,5.998752957,2,125,
15,triadimefon,tdlb,microsomes,5.064421433,3,125,
30,triadimefon,tdlb,microsomes,6.628504248,1,125,
30,triadimefon,tdlb,microsomes,5.845275026,2,125,
30,triadimefon,tdlb,microsomes,8.057762608,3,125,
60,triadimefon,tdlb,microsomes,8.979581881,1,125,
60,triadimefon,tdlb,microsomes,10.11723473,2,125,
60,triadimefon,tdlb,microsomes,9.1649147,3,125,
90,triadimefon,tdlb,microsomes,10.65628882,1,125,
90,triadimefon,tdlb,microsomes,11.49107644,2,125,
90,triadimefon,tdlb,microsomes,10.73563287,3,125,
0,triadimefon,tdlb,microsomes,7.640849396,1,150,
0,triadimefon,tdlb,microsomes,7.10603124,2,150,
0,triadimefon,tdlb,microsomes,6.640858802,3,150,
15,triadimefon,tdlb,microsomes,9.089124895,1,150,
15,triadimefon,tdlb,microsomes,8.803908189,2,150,
15,triadimefon,tdlb,microsomes,11.98416488,3,150,
30,triadimefon,tdlb,microsomes,9.939688614,1,150,
30,triadimefon,tdlb,microsomes,10.20547106,2,150,
30,triadimefon,tdlb,microsomes,13.94661101,3,150,
60,triadimefon,tdlb,microsomes,16.79956857,1,150,
60,triadimefon,tdlb,microsomes,10.45604655,2,150,
60,triadimefon,tdlb,microsomes,12.66707679,3,150,
90,triadimefon,tdlb,microsomes,19.81332574,1,150,
90,triadimefon,tdlb,microsomes,21.96311112,2,150,
90,triadimefon,tdlb,microsomes,19.53811526,3,150,
0,triadimefon,tdlb,microsomes,1.882425922,1,250,
0,triadimefon,tdlb,microsomes,2.195061335,2,250,
0,triadimefon,tdlb,microsomes,2.256987196,3,250,
15,triadimefon,tdlb,microsomes,2.75479897,1,250,
16,triadimefon,tdlb,microsomes,3.000097525,2,250,
15,triadimefon,tdlb,microsomes,3.101102812,3,250,
30,triadimefon,tdlb,microsomes,3.558031493,1,250,
30,triadimefon,tdlb,microsomes,4.11837035,2,250,
30,triadimefon,tdlb,microsomes,3.670459998,3,250,
60,triadimefon,tdlb,microsomes,5.129625668,1,250,
60,triadimefon,tdlb,microsomes,4.946854195,2,250,
60,triadimefon,tdlb,microsomes,5.887165323,3,250,
90,triadimefon,tdlb,microsomes,7.340919995,1,250,
90,triadimefon,tdlb,microsomes,7.2807978,2,250,
90,triadimefon,tdlb,microsomes,6.475160389,3,250,
0,triadimefon,triadimefon,microsomes,1.055195513,1,0.68082,
0,triadimefon,triadimefon,microsomes,1.716416889,2,0.68082,
0,triadimefon,triadimefon,microsomes,1.052273474,3,0.68082,
15,triadimefon,triadimefon,microsomes,0.938633567,1,0.68082,
15,triadimefon,triadimefon,microsomes,0.950248963,2,0.68082,
15,triadimefon,triadimefon,microsomes,0.930818982,3,0.68082,
30,triadimefon,triadimefon,microsomes,0.858111542,1,0.68082,
30,triadimefon,triadimefon,microsomes,0.870265496,2,0.68082,
30,triadimefon,triadimefon,microsomes,0.874485426,3,0.68082,
60,triadimefon,triadimefon,microsomes,0.823645984,1,0.68082,
60,triadimefon,triadimefon,microsomes,0.832430656,2,0.68082,
60,triadimefon,triadimefon,microsomes,0.826119617,3,0.68082,
90,triadimefon,triadimefon,microsomes,0.817168177,1,0.68082,
90,triadimefon,triadimefon,microsomes,0.817187563,2,0.68082,
90,triadimefon,triadimefon,microsomes,0.816771202,3,0.68082,
0,triadimefon,triadimefon,microsomes,7.075345016,1,10,
0,triadimefon,triadimefon,microsomes,6.990021457,2,10,
0,triadimefon,triadimefon,microsomes,6.934400108,3,10,
15,triadimefon,triadimefon,microsomes,7.582634214,1,10,
15,triadimefon,triadimefon,microsomes,6.195218961,2,10,
15,triadimefon,triadimefon,microsomes,6.437182055,3,10,
30,triadimefon,triadimefon,microsomes,5.377257944,1,10,
30,triadimefon,triadimefon,microsomes,5.321074247,2,10,
30,triadimefon,triadimefon,microsomes,5.115101438,3,10,
60,triadimefon,triadimefon,microsomes,,1,10,
60,triadimefon,triadimefon,microsomes,2.737595497,2,10,
60,triadimefon,triadimefon,microsomes,2.383571745,3,10,
90,triadimefon,triadimefon,microsomes,4.432786364,1,10,
90,triadimefon,triadimefon,microsomes,4.492543529,2,10,
90,triadimefon,triadimefon,microsomes,4.706424998,3,10,
0,triadimefon,triadimefon,microsomes,1.777329525,1,2.89,
0,triadimefon,triadimefon,microsomes,1.804715957,2,2.89,
0,triadimefon,triadimefon,microsomes,1.934785731,3,2.89,
15,triadimefon,triadimefon,microsomes,,1,2.89,
15,triadimefon,triadimefon,microsomes,1.434605415,2,2.89,
15,triadimefon,triadimefon,microsomes,1.672519857,3,2.89,
30,triadimefon,triadimefon,microsomes,1.373576496,1,2.89,
30,triadimefon,triadimefon,microsomes,1.378953779,2,2.89,
30,triadimefon,triadimefon,microsomes,1.252246261,3,2.89,
60,triadimefon,triadimefon,microsomes,1.103395037,1,2.89,
60,triadimefon,triadimefon,microsomes,1.073980287,2,2.89,
60,triadimefon,triadimefon,microsomes,1.03524126,3,2.89,
90,triadimefon,triadimefon,microsomes,0.952606695,1,2.89,
90,triadimefon,triadimefon,microsomes,0.896534444,2,2.89,
90,triadimefon,triadimefon,microsomes,0.898012906,3,2.89,
0,triadimefon,triadimefon,microsomes,39.44332312,1,50,
0,triadimefon,triadimefon,microsomes,40.07390834,2,50,
0,triadimefon,triadimefon,microsomes,35.6664438,3,50,
15,triadimefon,triadimefon,microsomes,33.26858913,1,50,
15,triadimefon,triadimefon,microsomes,28.71837314,2,50,
15,triadimefon,triadimefon,microsomes,40.88681967,3,50,
16,triadimefon,triadimefon,microsomes,25.24439217,1,50,
17,triadimefon,triadimefon,microsomes,36.71636819,2,50,
18,triadimefon,triadimefon,microsomes,41.57720177,3,50,
19,triadimefon,triadimefon,microsomes,36.61330013,1,50,
20,triadimefon,triadimefon,microsomes,35.13544755,2,50,
60,triadimefon,triadimefon,microsomes,31.75029212,3,50,
90,triadimefon,triadimefon,microsomes,29.38972896,1,50,
90,triadimefon,triadimefon,microsomes,30.68177634,2,50,
90,triadimefon,triadimefon,microsomes,31.70843431,3,50,
0,triadimefon,triadimefon,microsomes,73.82935275,1,75,
0,triadimefon,triadimefon,microsomes,69.81459059,2,75,
0,triadimefon,triadimefon,microsomes,72.37204855,3,75,
15,triadimefon,triadimefon,microsomes,67.82074535,1,75,
15,triadimefon,triadimefon,microsomes,68.2563384,2,75,
15,triadimefon,triadimefon,microsomes,68.54841895,3,75,
30,triadimefon,triadimefon,microsomes,68.13810367,1,75,
30,triadimefon,triadimefon,microsomes,67.01772769,2,75,
30,triadimefon,triadimefon,microsomes,63.94802795,3,75,
60,triadimefon,triadimefon,microsomes,64.13247413,1,75,
60,triadimefon,triadimefon,microsomes,63.88083801,2,75,
60,triadimefon,triadimefon,microsomes,60.44713839,3,75,
90,triadimefon,triadimefon,microsomes,61.56996061,1,75,
90,triadimefon,triadimefon,microsomes,64.02141502,2,75,
90,triadimefon,triadimefon,microsomes,59.47011182,3,75,
0,triadimefon,triadimefon,microsomes,109.3199937,1,100,
0,triadimefon,triadimefon,microsomes,104.4849272,2,100,
0,triadimefon,triadimefon,microsomes,109.1666963,3,100,
15,triadimefon,triadimefon,microsomes,109.8399004,1,100,
15,triadimefon,triadimefon,microsomes,113.5827498,2,100,
15,triadimefon,triadimefon,microsomes,114.1444056,3,100,
30,triadimefon,triadimefon,microsomes,110.3922061,1,100,
30,triadimefon,triadimefon,microsomes,107.3962739,2,100,
30,triadimefon,triadimefon,microsomes,108.8977191,3,100,
60,triadimefon,triadimefon,microsomes,108.1725461,1,100,
60,triadimefon,triadimefon,microsomes,104.4949296,2,100,
60,triadimefon,triadimefon,microsomes,109.1134227,3,100,
90,triadimefon,triadimefon,microsomes,104.4988435,1,100,
90,triadimefon,triadimefon,microsomes,100.9234253,2,100,
90,triadimefon,triadimefon,microsomes,101.7288349,3,100,
0,triadimefon,triadimefon,microsomes,107.5365248,1,125,
0,triadimefon,triadimefon,microsomes,127.5663033,2,125,
0,triadimefon,triadimefon,microsomes,126.8308018,3,125,
15,triadimefon,triadimefon,microsomes,106.5228047,1,125,
15,triadimefon,triadimefon,microsomes,135.7677165,2,125,
15,triadimefon,triadimefon,microsomes,106.6195125,3,125,
30,triadimefon,triadimefon,microsomes,103.9682822,1,125,
