time,parent,analyte,matrix,conc,replicate,microMexp
30,triadimefon,triadimefon,microsomes,37.05197615,3,75
60,triadimefon,triadimefon,microsomes,38.79077057,1,75
60,triadimefon,triadimefon,microsomes,39.14694989,2,75
60,triadimefon,triadimefon,microsomes,38.88285882,3,75
90,triadimefon,triadimefon,microsomes,38.84162326,1,75
90,triadimefon,triadimefon,microsomes,38.38496898,2,75
90,triadimefon,triadimefon,microsomes,38.08875118,3,75
0,triadimefon,triadimefon,microsomes,48.8233658,1,100
0,triadimefon,triadimefon,microsomes,45.64682255,2,100
0,triadimefon,triadimefon,microsomes,49.68642703,3,100
15,triadimefon,triadimefon,microsomes,49.24893567,1,100
15,triadimefon,triadimefon,microsomes,52.23999837,2,100
15,triadimefon,triadimefon,microsomes,54.94800062,3,100
30,triadimefon,triadimefon,microsomes,51.63283427,1,100
30,triadimefon,triadimefon,microsomes,55.62979138,2,100
30,triadimefon,triadimefon,microsomes,53.25296347,3,100
60,triadimefon,triadimefon,microsomes,57.2285182,1,100
60,triadimefon,triadimefon,microsomes,52.25557462,2,100
60,triadimefon,triadimefon,microsomes,57.56142454,3,100
90,triadimefon,triadimefon,microsomes,55.15134637,1,100
90,triadimefon,triadimefon,microsomes,52.80788424,2,100
90,triadimefon,triadimefon,microsomes,54.77096052,3,100
0,triadimefon,triadimefon,microsomes,61.59837616,1,125
0,triadimefon,triadimefon,microsomes,58.92902388,2,125
0,triadimefon,triadimefon,microsomes,62.18995319,3,125
15,triadimefon,triadimefon,microsomes,54.97761564,1,125
15,triadimefon,triadimefon,microsomes,64.19295623,2,125
15,triadimefon,triadimefon,microsomes,61.97688614,3,125
30,triadimefon,triadimefon,microsomes,68.89112849,1,125
30,triadimefon,triadimefon,microsomes,56.33566744,2,125
30,triadimefon,triadimefon,microsomes,71.31751913,3,125
60,triadimefon,triadimefon,microsomes,66.04862513,1,125
60,triadimefon,triadimefon,microsomes,69.71262134,3,125
90,triadimefon,triadimefon,microsomes,57.48171016,1,125
90,triadimefon,triadimefon,microsomes,60.79276739,2,125
90,triadimefon,triadimefon,microsomes,57.42314849,3,125
0,triadimefon,triadimefon,microsomes,65.77539856,2,150
0,triadimefon,triadimefon,microsomes,67.99385172,3,150
15,triadimefon,triadimefon,microsomes,78.63355587,1,150
15,triadimefon,triadimefon,microsomes,62.93987056,2,150
15,triadimefon,triadimefon,microsomes,106.7018113,3,150
30,triadimefon,triadimefon,microsomes,73.37624336,1,150
30,triadimefon,triadimefon,microsomes,66.9635187,2,150
30,triadimefon,triadimefon,microsomes,95.5133834,3,150
60,triadimefon,triadimefon,microsomes,69.7678651,1,150
60,triadimefon,triadimefon,microsomes,58.53815945,2,150
60,triadimefon,triadimefon,microsomes,61.06336245,3,150
90,triadimefon,triadimefon,microsomes,82.43537943,1,150
90,triadimefon,triadimefon,microsomes,75.76324133,2,150
90,triadimefon,triadimefon,microsomes,73.77914496,3,150
0,triadimefon,triadimefon,microsomes,293.4352803,1,200
0,triadimefon,triadimefon,microsomes,357.1944002,2,200
0,triadimefon,triadimefon,microsomes,335.0321393,3,200
15,triadimefon,triadimefon,microsomes,338.7826757,1,200
15,triadimefon,triadimefon,microsomes,357.9520843,2,200
15,triadimefon,triadimefon,microsomes,202.0964578,3,200
30,triadimefon,triadimefon,microsomes,422.3552358,1,200
30,triadimefon,triadimefon,microsomes,340.5253492,2,200
30,triadimefon,triadimefon,microsomes,345.8291382,3,200
60,triadimefon,triadimefon,microsomes,359.4674526,1,200
60,triadimefon,triadimefon,microsomes,377.2730298,2,200
60,triadimefon,triadimefon,microsomes,186.1093226,3,200
90,triadimefon,triadimefon,microsomes,471.6047045,1,200
90,triadimefon,triadimefon,microsomes,376.1365036,2,200
90,triadimefon,triadimefon,microsomes,190.6933116,3,200
0,triadimefon,triadimefon,microsomes,222.4579985,1,250
0,triadimefon,triadimefon,microsomes,180.8725406,2,250
15,triadimefon,triadimefon,microsomes,186.8824662,1,250
15,triadimefon,triadimefon,microsomes,208.9457498,2,250
15,triadimefon,triadimefon,microsomes,167.0779465,3,250
30,triadimefon,triadimefon,microsomes,229.5166359,1,250
30,triadimefon,triadimefon,microsomes,99.11335239,2,250
30,triadimefon,triadimefon,microsomes,263.0350796,3,250
60,triadimefon,triadimefon,microsomes,59.52448054,1,250
60,triadimefon,triadimefon,microsomes,46.29054385,2,250
60,triadimefon,triadimefon,microsomes,51.98182232,3,250
90,triadimefon,triadimefon,microsomes,162.0360626,1,250
90,triadimefon,triadimefon,microsomes,200.5560551,2,250
90,triadimefon,triadimefon,microsomes,187.8908429,3,250
